nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Caua Sales,B,09/12/1947,Mendes da Prata,AP,21/06/2018,18/06/2028,74.437.659-3,DETRAN,ES,791.024.563-70,08368873894,B,Matheus Almeida,Maria Liz Duarte,Caua Sales
Mateus Moura,D,14/03/1975,Melo,RO,16/06/2018,13/06/2028,49.586.124-0,SSP,BA,319.046.728-50,60164247636,D,Vinicius Peixoto,Giovanna Rodrigues,Mateus Moura
Luna da Mota,A,11/08/1955,da Mata,ES,25/07/2018,22/07/2028,29.667.536-5,PC,PA,438.601.592-24,70020762657,A,Yago Silveira,Srta. Aylla Novaes,Luna da Mota
Mariah Sampaio,D,18/05/1998,Araujo do Sul,DF,01/04/2016,30/03/2026,19.763.970-2,IFP,SE,518.672.094-11,81642835213,D,Benicio Ramos,Emilly Pires,Mariah Sampaio
Isadora Souza,B,29/08/2007,Camargo de Vieira,GO,23/10/2016,21/10/2026,30.354.298-7,SSP,RO,250.947.168-67,86356059929,B,Bento Lima,Maria Duarte,Isadora Souza
Dr. Jose Pedro Peixoto,D,05/02/1999,Moreira,AP,15/09/2017,13/09/2027,10.256.529-8,IIRGD,MG,135.608.249-15,71705807605,D,Theo Pastor,Julia Peixoto,Dr. Jose Pedro Peixoto
Leo Cavalcanti,E,19/11/1990,Casa Grande,MG,17/02/2017,15/02/2027,29.528.236-1,IPF,PE,957.402.681-76,14692645775,E,Josue Camara,Marcela Cavalcanti,Leo Cavalcanti
Ana Carolina da Rocha,C,16/08/1950,da Cunha de Rodrigues,SC,02/08/2022,30/07/2032,78.968.520-5,IFP,RJ,704.812.935-23,11124631888,C,Jose Miguel Souza,Srta. Maria Flor Moraes,Ana Carolina da Rocha
Luiz Felipe Cassiano,B,12/06/1949,Almeida da Mata,AP,27/05/2024,25/05/2034,51.287.460-3,IFP,PI,435.819.620-98,84630032591,B,Ravi Lucca Jesus,Stephany Goncalves,Luiz Felipe Cassiano
Ayla Macedo,A,24/04/2004,Silveira de Goias,BA,07/01/2019,04/01/2029,81.919.495-9,IPF,GO,763.014.852-62,93419216315,A,Dr. Igor Farias,Carolina Farias,Ayla Macedo
Thomas Goncalves,B,27/10/2001,Nunes Paulista,PA,03/09/2019,31/08/2029,82.753.173-5,IIRGD,TO,346.897.205-92,14934094061,B,Vicente Ramos,Hellena das Neves,Thomas Goncalves
Ester Nogueira,D,06/09/1956,Ramos de Goias,MG,10/04/2023,07/04/2033,20.724.833-2,IPF,MG,092.781.346-78,31081292248,D,Joao Pedro da Conceicao,Agatha Siqueira,Ester Nogueira
Ana Laura Cirino,A,16/09/1977,Monteiro da Mata,CE,27/08/2022,24/08/2032,35.249.661-4,IIRGD,AM,304.519.287-41,50745677243,A,Murilo Cavalcanti,Sra. Barbara Teixeira,Ana Laura Cirino
Danilo Leao,C,08/08/1989,Fonseca das Pedras,GO,01/10/2020,29/09/2030,94.957.877-7,IFP,RJ,720.354.196-70,47240454782,C,Samuel Souza,Emilly da Paz,Danilo Leao
Sra. Isis Siqueira,B,25/04/1957,da Conceicao do Campo,GO,22/08/2020,20/08/2030,36.296.384-5,DETRAN,CE,180.629.547-49,85256432595,B,Arthur Miguel Silveira,Bruna Correia,Sra. Isis Siqueira
Ana Clara Oliveira,C,09/12/2003,Sampaio,DF,25/03/2022,22/03/2032,72.580.992-3,IIRGD,PB,501.692.874-67,11840460607,C,Bernardo Sa,Sra. Eloah Guerra,Ana Clara Oliveira
Cecilia Ferreira,A,23/09/1985,Alves Verde,CE,09/05/2016,07/05/2026,80.747.641-7,DETRAN,CE,725.014.869-94,64477564165,A,Isaac da Costa,Isabel Garcia,Cecilia Ferreira
Dr. Arthur Miguel Moraes,E,24/06/1981,Duarte,ES,21/09/2018,18/09/2028,15.888.437-0,IFP,SP,639.481.257-91,82773059403,E,Alexandre Cassiano,Stephany Siqueira,Dr. Arthur Miguel Moraes
Stephany Mendonca,B,02/11/1975,Sales,BA,08/09/2018,05/09/2028,57.168.668-9,SSP,PB,296.053.718-12,05612707136,B,Yuri Pacheco,Catarina Vieira,Stephany Mendonca
Emilly Pereira,A,27/02/2002,Borges,ES,22/08/2021,20/08/2031,69.442.695-6,PC,ES,356.240.781-53,72374345110,A,Sr. Nathan Sousa,Isabela Borges,Emilly Pereira
Daniel Moreira,E,18/10/1964,Garcia,ES,18/05/2017,16/05/2027,83.173.722-5,DETRAN,RR,531.897.460-01,46039360329,E,Pedro Henrique Azevedo,Maria Eduarda Marques,Daniel Moreira
Livia Rios,E,02/09/1969,Pires de Cunha,PA,23/01/2020,20/01/2030,77.550.845-8,IIRGD,ES,123.658.947-55,93045349593,E,Ravy Albuquerque,Isadora da Cruz,Livia Rios
Agatha Moura,C,07/03/1962,Teixeira,PA,11/12/2023,08/12/2033,32.418.366-9,IIRGD,PE,278.930.564-10,48266689600,C,Dr. Theo Vargas,Julia Machado,Agatha Moura
Murilo Rodrigues,B,04/10/1993,Campos dos Dourados,SE,11/10/2021,09/10/2031,72.933.828-7,SSP,RN,312.794.805-05,59231951526,B,Daniel Correia,Natalia Cavalcante,Murilo Rodrigues
Ana Vitoria Costela,C,11/08/1967,Aragao de Pimenta,SE,08/04/2018,05/04/2028,88.173.725-6,IPF,SP,915.780.263-77,77491946863,C,Levi Azevedo,Luara Nogueira,Ana Vitoria Costela
Isadora da Conceicao,B,16/02/1994,Pimenta da Serra,RR,29/02/2016,26/02/2026,12.313.248-3,IFP,MS,385.649.107-48,85062686577,B,Dr. Joao Pedro Macedo,Julia Farias,Isadora da Conceicao
Joana Pimenta,B,01/04/1997,Teixeira,RS,30/12/2023,27/12/2033,33.658.495-1,SSP,TO,489.215.367-28,91781459126,B,Samuel Macedo,Olivia Porto,Joana Pimenta
Luiz Felipe Vasconcelos,C,16/07/2004,Pastor Verde,CE,21/03/2020,19/03/2030,74.233.449-9,IIRGD,PE,831.605.947-93,70232808423,C,Luiz Otavio Monteiro,Srta. Maria Luisa Ramos,Luiz Felipe Vasconcelos
Bento Moreira,D,01/10/1970,Sa de Goias,DF,27/09/2020,25/09/2030,55.554.325-9,PC,GO,397.016.284-03,53201419718,D,Arthur Gabriel Leao,Luisa da Costa,Bento Moreira
Dra. Heloisa Vieira,C,30/05/1951,Azevedo,DF,30/10/2017,28/10/2027,97.289.881-9,IPF,RS,018.632.759-59,21579052834,C,Theo Teixeira,Bruna da Cunha,Dra. Heloisa Vieira
Dr. Noah da Cruz,B,28/03/1953,Azevedo,MT,21/09/2020,19/09/2030,50.529.201-5,DETRAN,RS,374.821.905-97,98872565984,B,Caue Moura,Raquel Castro,Dr. Noah da Cruz
Diego da Paz,C,09/11/1984,Fernandes do Norte,AP,16/12/2017,14/12/2027,61.897.489-6,IIRGD,AM,460.512.738-08,03259953772,C,Valentim Moura,Luisa Vieira,Diego da Paz
Dr. Rodrigo Campos,A,13/04/1994,Lima de Borges,PA,25/03/2022,22/03/2032,36.678.509-6,IPF,SP,658.239.740-00,62977438856,A,Levi Aparecida,Isabella da Cunha,Dr. Rodrigo Campos
Gabriel Cavalcanti,C,20/06/1957,da Cunha,RN,28/06/2023,25/06/2033,54.961.956-0,PC,RJ,524.169.783-73,06787199384,C,Sr. Davi Luiz Vargas,Emanuella da Rosa,Gabriel Cavalcanti
Bryan Almeida,B,19/09/2003,Cunha das Pedras,PI,12/09/2020,10/09/2030,81.730.226-1,IPF,RJ,946.157.230-16,60578446199,B,Arthur Gabriel Sales,Melina Araujo,Bryan Almeida
Felipe Cavalcante,E,09/07/1971,Freitas do Norte,GO,21/06/2019,18/06/2029,40.433.279-8,PC,PI,185.940.276-30,33601626110,E,Kaique Macedo,Ana Carolina Macedo,Felipe Cavalcante
Felipe Sa,D,09/06/1981,Azevedo de Porto,SC,05/02/2016,02/02/2026,49.282.201-5,PC,RN,980.176.542-94,18727344590,D,Ryan Alves,Mariane Peixoto,Felipe Sa
Vinicius Moura,C,09/06/1953,das Neves dos Dourados,ES,18/09/2024,16/09/2034,10.205.844-4,PC,RR,859.041.723-97,97707016471,C,Theodoro Alves,Manuella Cassiano,Vinicius Moura
Francisco Vieira,B,07/03/1979,Aparecida do Sul,TO,24/12/2015,21/12/2025,33.239.313-9,IPF,SP,431.687.905-75,42961092113,B,Thiago Andrade,Stephany Machado,Francisco Vieira
Ana Liz Fernandes,C,20/11/1995,da Cunha,MT,31/07/2016,29/07/2026,44.131.225-8,IFP,PE,067.213.548-53,02393237501,C,Joao Gabriel Pinto,Olivia Pinto,Ana Liz Fernandes
Isabela Vasconcelos,E,02/11/1953,Santos de Garcia,PE,09/02/2016,06/02/2026,46.680.218-1,SSP,SC,021.584.769-58,11470808276,E,Dr. Joaquim Garcia,Sra. Allana da Paz,Isabela Vasconcelos
Dra. Ana Julia Azevedo,A,10/05/2006,Nogueira,TO,02/07/2018,29/06/2028,93.272.407-7,IIRGD,MS,693.581.042-60,02267971174,A,Dr. Isaque Rezende,Hadassa Rocha,Dra. Ana Julia Azevedo
Julia Camargo,B,20/01/1967,Costela dos Dourados,PA,13/08/2019,10/08/2029,39.412.823-2,DETRAN,MG,271.435.096-80,46111145197,B,Dr. Pedro Miguel Costela,Gabriela Albuquerque,Julia Camargo
Srta. Sarah Freitas,C,23/05/2007,Lopes do Sul,RN,07/06/2024,05/06/2034,47.114.389-5,DETRAN,PR,041.329.578-88,64152043769,C,Benjamin Rezende,Srta. Melina Machado,Srta. Sarah Freitas
Caroline da Paz,A,28/07/2007,Freitas,MA,30/06/2018,27/06/2028,47.435.374-8,PC,PR,185.246.703-71,80109406212,A,Calebe Borges,Maria Cardoso,Caroline da Paz
Dra. Juliana Camargo,D,11/08/1980,Camara da Serra,PA,19/03/2020,17/03/2030,45.708.141-7,IFP,AP,169.430.852-98,89709682096,D,Vitor Hugo Pacheco,Sarah Mendonca,Dra. Juliana Camargo
Dra. Ana Julia Peixoto,A,30/07/2007,Pereira do Campo,SP,04/09/2019,01/09/2029,91.916.272-9,IIRGD,RS,549.731.628-09,70879625757,A,Benjamin das Neves,Srta. Evelyn Borges,Dra. Ana Julia Peixoto
Ana Luiza Araujo,B,07/12/1967,Cavalcante,AL,23/01/2016,20/01/2026,32.632.277-3,DETRAN,TO,701.985.462-11,04114458633,B,Calebe Novais,Jade Sousa,Ana Luiza Araujo
Bryan Jesus,C,26/09/1945,da Cunha da Praia,PA,24/10/2020,22/10/2030,19.537.590-5,IPF,RN,258.037.496-56,34686253094,C,Dr. Theo da Cunha,Valentina Viana,Bryan Jesus
Nathan Cassiano,D,17/08/1989,Araujo,SE,11/09/2023,08/09/2033,54.607.987-9,PC,SC,467.290.513-61,85604334168,D,Vitor Costa,Melina Aparecida,Nathan Cassiano
Eduarda Ferreira,D,13/07/2007,Lopes do Norte,PR,22/02/2022,20/02/2032,26.250.629-6,IPF,BA,462.175.098-49,80324746585,D,Dr. Pietro Moura,Rafaela Cunha,Eduarda Ferreira
Stella Fogaca,B,03/07/1953,Albuquerque,RS,04/09/2018,01/09/2028,28.388.836-0,DETRAN,AL,307.491.865-93,82189790354,B,Otavio Pinto,Maria Laura Andrade,Stella Fogaca
Dr. Otavio Cardoso,C,22/03/1986,Cassiano,RS,13/02/2016,10/02/2026,83.923.358-1,IFP,SC,587.916.304-01,07236155400,C,Luiz Otavio Azevedo,Ana Julia Rodrigues,Dr. Otavio Cardoso
Lorena Goncalves,A,04/09/2004,Almeida do Oeste,DF,24/11/2022,21/11/2032,31.380.879-8,DETRAN,CE,374.126.905-07,32573045237,A,Jose Fogaca,Allana Ramos,Lorena Goncalves
Isabel Almeida,E,11/05/1991,Azevedo Grande,PA,25/12/2018,22/12/2028,73.687.656-7,IIRGD,PI,690.237.415-52,02470546647,E,Joao Novais,Eduarda da Luz,Isabel Almeida
Marcela Novaes,C,12/10/1957,Ribeiro Alegre,SC,18/08/2021,16/08/2031,12.808.407-9,IFP,MA,481.765.902-58,33132666820,C,Sr. Davi Miguel Porto,Bruna da Luz,Marcela Novaes
Sra. Maria Alice Lima,B,09/03/1973,Martins do Amparo,CE,18/07/2016,16/07/2026,11.638.469-0,IIRGD,MG,268.059.743-56,48365469170,B,Pedro Sousa,Maria Laura Farias,Sra. Maria Alice Lima
Dr. Arthur Miguel Garcia,C,24/05/1988,Guerra,TO,31/12/2019,28/12/2029,68.922.153-0,SSP,PI,640.372.591-25,20886201959,C,Dr. Thiago Moraes,Lunna Montenegro,Dr. Arthur Miguel Garcia
Sara Albuquerque,A,09/11/1972,Sa do Galho,SP,13/02/2019,10/02/2029,98.141.462-1,IFP,PB,592.481.306-15,45503052156,A,Felipe da Rosa,Isadora Martins,Sara Albuquerque
Ravy Vasconcelos,D,13/04/1960,Fogaca,SP,21/06/2016,19/06/2026,51.665.837-0,PC,AC,594.632.087-47,88477639924,D,Antony Silva,Amanda Rios,Ravy Vasconcelos
Benicio Vieira,C,07/03/1955,Araujo,BA,25/01/2020,22/01/2030,55.866.779-7,SSP,SE,621.408.735-80,22491101452,C,Leo Cardoso,Maria Eduarda Duarte,Benicio Vieira
Luiz Gustavo Castro,D,16/04/1995,da Luz Paulista,RO,07/03/2019,04/03/2029,45.504.523-1,IFP,ES,746.091.538-66,27735968194,D,Lucas Gabriel Azevedo,Srta. Rebeca Cavalcanti,Luiz Gustavo Castro
Srta. Alexia Pimenta,B,28/01/1985,Sampaio,RR,23/09/2016,21/09/2026,90.880.846-3,IIRGD,TO,217.965.480-49,86899655891,B,Gabriel Azevedo,Mariah Pastor,Srta. Alexia Pimenta
Vitor Gabriel Nogueira,A,30/01/1992,Azevedo,SP,20/12/2023,17/12/2033,83.916.917-6,DETRAN,PR,327.869.540-29,69542854618,A,Dr. Igor Moura,Manuella Sampaio,Vitor Gabriel Nogueira
Miguel Camara,C,21/02/1958,da Mata das Flores,PA,12/12/2017,10/12/2027,46.900.627-0,IPF,MS,738.059.462-10,03281416752,C,Joao da Paz,Isabelly Monteiro,Miguel Camara
Kaique Rios,D,16/04/1991,Sousa,RO,09/04/2019,06/04/2029,50.145.262-1,SSP,SE,029.184.367-04,02265854420,D,Thomas Pinto,Beatriz Rodrigues,Kaique Rios
Mariah Rezende,C,04/01/1962,Correia,MG,10/04/2016,08/04/2026,11.672.598-8,IFP,RR,579.386.014-20,98089496992,C,Mathias Freitas,Maria Julia Vasconcelos,Mariah Rezende
Alexia da Rosa,D,04/04/1973,Rocha das Pedras,PE,07/04/2021,05/04/2031,98.989.389-6,IPF,GO,086.417.539-66,45852049486,D,Erick Borges,Camila Aragao,Alexia da Rosa
Benjamim das Neves,A,05/04/1973,da Costa de Nunes,RJ,06/10/2017,04/10/2027,69.875.986-1,DETRAN,RJ,270.193.854-60,52946117004,A,Luigi Sa,Camila Machado,Benjamim das Neves
Maria Vitoria Gomes,B,07/04/1995,Cardoso,PB,05/06/2018,02/06/2028,18.570.393-1,DETRAN,ES,129.375.460-99,06389781524,B,Matheus Guerra,Liz Lopes,Maria Vitoria Gomes
Luigi Nascimento,E,23/06/1977,Gomes,TO,21/08/2022,18/08/2032,49.302.250-0,SSP,MA,624.173.905-07,98748316989,E,Asafe Sousa,Dra. Gabrielly Rezende,Luigi Nascimento
Eduardo Jesus,D,18/05/1970,Freitas,DF,30/11/2021,28/11/2031,50.432.591-9,IIRGD,SP,387.462.091-31,92869242433,D,Danilo Camargo,Fernanda Goncalves,Eduardo Jesus
Pedro Lucas Nunes,D,26/02/1996,Vieira Paulista,PI,11/07/2024,09/07/2034,74.282.580-0,IFP,AC,849.712.530-41,63556646017,D,Jose Miguel Garcia,Dra. Nina da Luz,Pedro Lucas Nunes
Dr. Gustavo Henrique Alves,D,01/07/1971,Campos da Serra,RS,31/01/2023,28/01/2033,46.913.376-4,IFP,RR,186.475.320-07,42180658014,D,Sr. Jose Pedro Pacheco,Agatha Souza,Dr. Gustavo Henrique Alves
Davi Lucca Albuquerque,A,20/03/1951,da Costa de Rodrigues,GO,04/08/2024,02/08/2034,16.256.831-6,IIRGD,AC,508.461.273-26,28434804382,A,Luiz Gustavo Rezende,Melissa Moreira,Davi Lucca Albuquerque
Enzo Gabriel da Paz,A,08/08/1986,Barros,GO,10/11/2019,07/11/2029,67.100.217-2,IPF,PE,679.204.538-10,83450644701,A,Dr. Henry Souza,Antonella Mendonca,Enzo Gabriel da Paz
Vitor Gabriel Rezende,E,25/09/1986,Rodrigues Verde,BA,18/08/2023,15/08/2033,14.975.820-4,IIRGD,GO,470.938.516-57,68232268980,E,Antonio Cassiano,Julia Aragao,Vitor Gabriel Rezende
Sophia Casa Grande,D,07/05/1951,Caldeira,TO,10/02/2018,08/02/2028,42.689.299-6,DETRAN,CE,946.573.081-57,53578150000,D,Sr. Joao Vitor Moraes,Alana Sa,Sophia Casa Grande
Kevin Castro,A,21/08/1963,da Mata,PB,16/03/2022,13/03/2032,14.558.539-2,SSP,TO,563.971.240-61,06108589301,A,Dante Pastor,Maria Julia Nunes,Kevin Castro
Isaac Cavalcante,D,22/11/1987,da Mota de Goias,PA,22/07/2024,20/07/2034,12.795.757-9,PC,MA,701.356.982-86,02501741435,D,Enzo da Rocha,Kamilly Fernandes,Isaac Cavalcante
Vitor Gabriel Novais,C,21/02/1962,Nascimento,SC,24/09/2022,21/09/2032,12.174.727-7,SSP,RJ,590.473.216-34,80759474966,C,Vinicius Farias,Sra. Lara Costela,Vitor Gabriel Novais
Enzo Gabriel das Neves,B,03/07/1956,Novaes,MA,16/01/2019,13/01/2029,96.617.678-4,SSP,PA,902.437.861-31,03391189668,B,Renan Souza,Dra. Daniela Melo,Enzo Gabriel das Neves
Joao Pedro Vasconcelos,B,08/11/1998,Brito Paulista,RN,09/04/2022,06/04/2032,75.419.694-7,SSP,MS,723.915.468-82,96328710073,B,Dr. Heitor Fernandes,Maria Eduarda das Neves,Joao Pedro Vasconcelos
Dr. Oliver da Luz,E,29/01/1965,Gomes do Amparo,AC,21/01/2018,19/01/2028,45.632.246-0,IPF,PA,568.403.712-71,87720724281,E,Dr. Marcelo Andrade,Daniela Ribeiro,Dr. Oliver da Luz
Dr. Dom Casa Grande,A,15/04/1992,Albuquerque de Marques,RO,07/08/2020,05/08/2030,54.174.279-6,PC,AM,761.593.408-75,84031288077,A,Samuel Leao,Maria Laura Ramos,Dr. Dom Casa Grande
Joao Vitor Costa,E,02/01/1995,Araujo de Goias,SC,17/01/2019,14/01/2029,10.932.280-6,SSP,RR,793.158.620-40,01831518565,E,Yuri Cavalcanti,Daniela das Neves,Joao Vitor Costa
Nathan Fernandes,B,02/10/1963,Farias,AL,02/11/2017,31/10/2027,47.863.200-7,SSP,RJ,127.456.380-17,16886483948,B,Rael Vieira,Alicia Nunes,Nathan Fernandes
Ana Peixoto,E,20/05/2004,Moraes,RR,31/10/2019,28/10/2029,63.641.978-8,IFP,BA,219.738.560-77,12999969933,E,Emanuel Santos,Nicole Rocha,Ana Peixoto
Matheus Brito,D,13/03/1991,da Cunha,GO,03/10/2016,01/10/2026,28.108.707-5,IIRGD,AM,963.428.751-46,51039520742,D,Samuel Fonseca,Lais Cirino,Matheus Brito
Bento Sa,A,04/03/2007,Mendes Paulista,RO,21/12/2019,18/12/2029,84.846.606-2,IPF,AL,023.965.781-03,79583253813,A,Diogo Casa Grande,Srta. Maria Laura Pimenta,Bento Sa
Theo Ferreira,B,02/10/1972,Santos,MG,23/09/2023,20/09/2033,11.528.100-1,PC,PE,358.602.179-86,86569342174,B,Jose Pedro Pinto,Emanuelly da Costa,Theo Ferreira
Ravy Campos,D,07/06/1952,Barbosa do Norte,ES,27/05/2024,25/05/2034,85.187.122-2,IIRGD,PR,042.783.651-44,40416509115,D,Dr. Isaque Novais,Maria Julia Novais,Ravy Campos
Dr. Vinicius Cavalcante,B,08/12/1948,Pacheco das Pedras,MA,29/07/2017,27/07/2027,74.443.986-7,DETRAN,RJ,379.481.056-20,91094398593,B,Davi Ribeiro,Dra. Ayla Aparecida,Dr. Vinicius Cavalcante
Kamilly da Cunha,D,28/07/1954,Leao do Galho,AP,16/09/2022,13/09/2032,61.519.620-0,IFP,MA,841.025.976-11,90047240022,D,Caue Camargo,Stella Macedo,Kamilly da Cunha
Noah Correia,B,15/06/1972,Abreu,PB,29/07/2020,27/07/2030,34.726.594-8,DETRAN,RJ,084.679.123-40,51231322160,B,Davi Lucca Dias,Ana Liz Campos,Noah Correia
Giovanna Silveira,B,02/02/1990,Campos,SP,02/07/2022,29/06/2032,81.178.195-8,PC,AM,705.482.961-11,34511823799,B,Ryan Porto,Lunna Cunha,Giovanna Silveira
Luiz Felipe Cavalcanti,E,15/06/1988,Pinto da Mata,SE,05/06/2021,03/06/2031,78.555.891-0,IFP,AC,354.829.067-10,00129787112,E,Asafe Correia,Srta. Ana Cecilia Novaes,Luiz Felipe Cavalcanti
Enzo Gabriel Pacheco,B,18/01/1945,Pimenta Paulista,RN,03/05/2016,01/05/2026,73.216.222-2,IIRGD,PR,519.807.263-02,15811528646,B,Leandro Carvalho,Leticia Ribeiro,Enzo Gabriel Pacheco
Dra. Vitoria Montenegro,A,30/08/2003,Mendonca,SE,23/03/2018,20/03/2028,43.982.462-3,DETRAN,BA,601.783.249-22,68570290889,A,Theodoro Pastor,Mariane Moura,Dra. Vitoria Montenegro
Gustavo Henrique Macedo,D,27/07/2003,Peixoto,MS,16/11/2017,14/11/2027,66.515.297-6,IFP,MS,238.451.760-08,46835795612,D,Ryan Ribeiro,Luna da Conceicao,Gustavo Henrique Macedo
Hadassa Silva,E,17/01/2004,Peixoto,RN,16/05/2024,14/05/2034,22.159.202-9,IIRGD,RN,075.493.216-80,29290648895,E,Pedro Henrique Nogueira,Maria Isis Siqueira,Hadassa Silva
Sra. Ana Julia Borges,A,03/08/1956,Lima,PB,12/06/2024,10/06/2034,92.806.739-9,IFP,SE,395.781.260-77,12884671457,A,Antonio Caldeira,Gabrielly Albuquerque,Sra. Ana Julia Borges
Isabela Costela,A,02/09/1961,Campos,PB,24/02/2018,22/02/2028,12.199.455-1,IPF,SP,084.273.195-41,97640437902,A,Leo Barros,Livia Almeida,Isabela Costela
Sra. Ayla Costela,C,26/05/2003,Pacheco,AL,12/12/2020,10/12/2030,52.590.524-6,IPF,TO,274.058.639-65,08987869347,C,Vicente Farias,Agatha Lima,Sra. Ayla Costela
Luiza Teixeira,B,02/08/1966,Pimenta da Praia,MA,27/09/2022,24/09/2032,70.470.778-9,IIRGD,RS,304.956.781-39,85644600546,B,Yago Leao,Isabella Brito,Luiza Teixeira
Andre Rios,C,15/07/1985,das Neves,PR,17/09/2016,15/09/2026,72.478.369-9,IPF,AM,157.846.923-64,33845291139,C,Diego Silveira,Lorena Cirino,Andre Rios
Anna Liz Siqueira,D,17/10/2006,Gomes das Flores,RS,18/04/2024,16/04/2034,15.347.843-8,IIRGD,AP,659.874.103-39,54593227403,D,Sr. Carlos Eduardo Mendes,Maria Isis da Cruz,Anna Liz Siqueira
Joao Guilherme Ramos,A,24/11/1990,Costela,SE,17/06/2018,14/06/2028,30.788.480-5,SSP,TO,091.278.543-88,46574911586,A,Otavio Souza,Sra. Alana Pimenta,Joao Guilherme Ramos
Dra. Pietra Sampaio,B,24/12/1976,Novaes,MG,30/09/2016,28/09/2026,83.200.213-2,PC,MS,809.712.563-30,37220412082,B,Luiz Otavio Sousa,Bianca Nunes,Dra. Pietra Sampaio
Alana Ramos,C,03/09/2003,da Conceicao do Amparo,AL,25/02/2021,23/02/2031,46.252.662-9,SSP,PB,198.234.570-50,03961875314,C,Joao Miguel Pimenta,Srta. Manuella Abreu,Alana Ramos
Juan Rezende,B,15/09/1988,Cavalcanti,RJ,07/12/2016,05/12/2026,67.108.406-6,IIRGD,AP,849.732.506-00,87646305148,B,Joao Miguel da Conceicao,Ana Liz Albuquerque,Juan Rezende
Agatha da Paz,C,29/09/1961,Cavalcante,RO,29/07/2024,27/07/2034,86.831.881-3,IIRGD,SP,602.457.819-94,14122607594,C,Nathan Moraes,Hellena Barros,Agatha da Paz
Maria Fernanda Macedo,D,08/12/1947,Caldeira de Minas,PA,02/01/2023,30/12/2032,84.189.358-4,SSP,MG,528.390.746-56,64798836841,D,Guilherme Siqueira,Ana Sophia Aragao,Maria Fernanda Macedo
Dr. Apollo Jesus,C,02/08/1952,Vieira de Camargo,SC,28/12/2023,25/12/2033,93.152.532-4,IFP,SE,182.390.657-59,08796775769,C,Brayan Viana,Helena Moreira,Dr. Apollo Jesus
Carolina Alves,A,18/11/1952,Oliveira do Amparo,RS,11/03/2018,08/03/2028,75.855.908-7,PC,TO,296.478.305-56,46266601717,A,Dr. Arthur Gabriel da Conceicao,Bella Lopes,Carolina Alves
Vitoria Peixoto,B,30/05/1993,Cirino do Norte,CE,08/12/2017,06/12/2027,34.409.941-1,DETRAN,TO,193.584.270-60,44935458426,B,Matteo Fernandes,Olivia Porto,Vitoria Peixoto
Joao Gabriel Mendonca,B,10/01/1959,Cirino dos Dourados,PB,13/09/2020,11/09/2030,34.216.818-3,DETRAN,RJ,271.954.368-37,31050588535,B,Dr. Vinicius Aparecida,Eloah Teixeira,Joao Gabriel Mendonca
Lorena Santos,C,17/03/1962,Martins do Sul,AM,09/10/2017,07/10/2027,86.514.544-2,IIRGD,AL,573.412.086-35,83070891164,C,Noah Souza,Alice Azevedo,Lorena Santos
Isadora Marques,B,14/11/1947,Nunes da Prata,BA,17/03/2016,15/03/2026,63.138.668-6,SSP,BA,395.280.164-05,35756198798,B,Noah Pimenta,Nina Barros,Isadora Marques
Lavinia da Mota,B,05/01/1946,Oliveira das Pedras,AP,24/07/2022,21/07/2032,31.993.773-3,PC,PB,049.716.382-96,63741122447,B,Samuel Ferreira,Nicole da Paz,Lavinia da Mota
Dra. Sarah da Rocha,B,14/11/1984,da Cruz,RJ,18/04/2016,16/04/2026,75.179.332-9,IFP,BA,203.697.845-29,49108148627,B,Vinicius Pacheco,Sra. Esther da Cruz,Dra. Sarah da Rocha
Igor Fonseca,C,11/12/1966,Andrade,AM,28/01/2024,25/01/2034,58.396.528-7,IIRGD,SP,437.980.526-38,69111260289,C,Anthony Mendonca,Srta. Amanda Cassiano,Igor Fonseca
Davi Luiz Fonseca,D,12/02/1990,Machado,MS,13/07/2021,11/07/2031,38.152.576-5,IPF,SC,298.350.647-92,79289910133,D,Ravi Lucca Lima,Isis Fogaca,Davi Luiz Fonseca
Benicio Sousa,A,10/07/1999,Santos,CE,29/09/2024,27/09/2034,92.500.809-7,IIRGD,PI,980.526.317-77,49152688136,A,Lucca Brito,Esther Casa Grande,Benicio Sousa
Caue Vargas,C,14/07/1965,Montenegro,MT,18/10/2020,16/10/2030,53.836.173-0,SSP,RJ,345.081.729-97,29244678970,C,Mathias Pastor,Eloa Teixeira,Caue Vargas
Arthur Monteiro,A,23/06/1975,Sousa,CE,14/10/2020,12/10/2030,97.652.272-9,PC,DF,132.798.504-79,93012215743,A,Francisco Carvalho,Sara Mendes,Arthur Monteiro
Sr. Raul Machado,C,20/08/1987,Mendonca,AP,05/02/2020,02/02/2030,68.151.106-0,DETRAN,RO,845.913.267-64,27565245254,C,Lucca Azevedo,Maria Laura Novaes,Sr. Raul Machado
Gael Macedo,A,15/11/2005,da Paz de Santos,RR,18/04/2021,16/04/2031,67.311.481-5,DETRAN,PI,926.154.807-58,59125594875,A,Lucas Ramos,Nina Siqueira,Gael Macedo
Maria Fernanda Novais,D,20/03/1946,Goncalves,MG,15/11/2017,13/11/2027,90.395.620-7,IFP,ES,298.765.304-29,79202843337,D,Gustavo Rodrigues,Agatha Fernandes,Maria Fernanda Novais
